customer_id,age,tenure_months,orders,orders_last_90d,average_order_value,order_value_std,days_since_last_order,support_tickets,support_tickets_last_180d,returns,discount_order_share,newsletter_opens_last_90d,subscription_type,country,acquisition_channel,primary_device,snapshot_date,orders_in_outcome_window,churned,subscription_cancelled_at_export
CUST-004464,40.0,23.9,52,6,84.26,29.21,9.0,14.0,7,3,0.224,3,premium,Spain,affiliate,mobile,2026-01-01,5,0,0
CUST-005478,36.0,25.7,18,3,70.47,17.69,27.0,7.0,0,0,0.436,9,free,Ireland,organic,mobile,2026-01-01,5,0,0
CUST-003911,47.0,9.1,18,3,41.38,8.53,16.0,2.0,1,1,0.618,3,basic,United Kingdom,organic,mobile,2026-01-01,3,0,0
CUST-000357,28.0,6.3,2,2,27.35,7.68,33.0,5.0,5,0,0.311,5,free,United Kingdom,organic,mobile,2026-01-01,1,0,0
CUST-007603,49.0,10.5,6,4,113.11,11.24,96.0,0.0,0,0,0.286,6,basic,Germany,organic,desktop,2026-01-01,1,0,0
CUST-009453,53.0,25.8,8,0,37.0,7.85,520.0,0.0,0,1,0.422,2,free,Ireland,affiliate,desktop,2026-01-01,0,1,1
CUST-003949,38.0,34.9,0,0,,,-1.0,15.0,2,0,,2,free,France,organic,mobile,2026-01-01,0,1,1
CUST-005534,18.0,16.6,6,0,50.57,16.95,180.0,3.0,0,1,0.121,5,basic,Spain,paid_search,mobile,2026-01-01,1,0,0
CUST-010237,29.0,34.2,57,4,59.49,33.14,56.0,5.0,0,2,0.113,2,basic,Netherlands,social,mobile,2026-01-01,0,1,1
CUST-010774,26.0,4.0,5,2,70.83,18.93,3.0,2.0,2,2,0.348,5,FREE,United Kingdom,paid_search,desktop,2026-01-01,2,0,0
CUST-000838,53.0,7.9,10,3,24.48,4.15,22.0,0.0,0,4,0.47,12,free,France,organic,mobile,2026-01-01,8,0,0
CUST-005956,46.0,25.8,35,4,37.9,1.9,31.0,11.0,0,6,0.235,5,free,Spain,referral,desktop,2026-01-01,1,0,0
CUST-000267,49.0,16.6,0,0,,,-1.0,1.0,0,0,,11,free,United Kingdom,paid_search,desktop,2026-01-01,0,1,1
CUST-007656,36.0,12.5,22,0,72.65,35.46,60.0,4.0,2,5,0.774,4,basic,United Kingdom,paid_search,mobile,2026-01-01,0,1,0
CUST-002007,22.0,16.2,6,4,38.0,13.97,123.0,0.0,0,0,0.539,8,basic,France,referral,mobile,2026-01-01,2,0,0
CUST-004084,31.0,28.5,3,0,65.24,20.48,498.0,0.0,0,0,0.352,9,FREE,Poland,organic,mobile,2026-01-01,0,1,1
CUST-007203,41.0,10.2,18,2,72.07,23.73,4.0,,0,0,0.122,6,basic,France,paid_search,desktop,2026-01-01,6,0,0
CUST-008913,32.0,24.8,81,10,46.89,10.96,8.0,4.0,0,11,0.235,6,premium,France,affiliate,mobile,2026-01-01,14,0,0
CUST-002363,,34.6,42,0,47.2,12.19,147.0,3.0,0,2,0.308,1,premium,Germany,paid_search,mobile,2026-01-01,0,1,1
CUST-009513,20.0,17.6,66,10,71.73,25.92,11.0,2.0,1,1,0.102,4,premium,Poland,affiliate,desktop,2026-01-01,12,0,0
CUST-011779,45.0,34.6,23,3,39.01,8.96,23.0,0.0,0,0,0.031,3,free,United Kingdom,paid_search,desktop,2026-01-01,1,0,0
CUST-010115,36.0,25.6,37,1,65.25,15.51,12.0,1.0,1,2,0.521,7,free,uk,paid_search,mobile,2026-01-01,5,0,0
CUST-010659,46.0,6.1,15,3,121.79,43.43,10.0,0.0,0,0,0.255,9,premium,France,social,mobile,2026-01-01,3,0,0
CUST-010998,26.0,1.8,1,1,62.14,0.0,50.0,2.0,2,0,0.247,2,premium,Spain,organic,desktop,2026-01-01,5,0,0
CUST-002900,55.0,8.0,5,2,70.83,28.98,30.0,,0,1,0.312,3,FREE,United Kingdom,organic,desktop,2026-01-01,5,0,0
CUST-001891,72.0,7.5,11,4,76.84,29.38,3.0,0.0,0,0,0.404,3,free,France,paid_search,mobile,2026-01-01,1,0,0
CUST-003466,23.0,27.2,4,4,49.51,13.88,210.0,0.0,0,1,0.742,2,free,United Kingdom ,social,desktop,2026-01-01,1,0,0
CUST-007621,51.0,33.7,14,0,28.87,9.84,548.0,1.0,0,8,0.336,3,free,France,referral,mobile,2026-01-01,0,1,0
CUST-000158,34.0,20.5,42,9,46.16,13.82,12.0,2.0,1,3,0.135,3,basic,United Kingdom,organic,mobile,2026-01-01,12,0,0
CUST-009578,36.0,5.7,6,1,48.81,22.65,5.0,,0,0,0.112,8,free,United Kingdom,organic,mobile,2026-01-01,1,0,0
CUST-000128,45.0,27.7,1,0,99.41,0.0,813.0,12.0,3,0,0.27,6,free,United Kingdom,affiliate,desktop,2026-01-01,0,1,1
CUST-007376,51.0,34.3,37,2,74.02,15.38,26.0,0.0,0,3,0.153,1,free,Ireland,paid_search,desktop,2026-01-01,4,0,0
CUST-009247,54.0,33.2,23,1,72.45,20.84,24.0,4.0,2,0,0.425,3,free,Netherlands,organic,desktop,2026-01-01,4,0,0
CUST-001442,43.0,18.9,11,0,61.5,36.48,1.0,5.0,2,0,0.009,2,free,Netherlands,referral,mobile,2026-01-01,2,0,0
CUST-005707,,15.4,10,0,30.3,11.15,16.0,1.0,0,0,0.2,7,free,France,affiliate,desktop,2026-01-01,1,0,0
CUST-007475,31.0,17.6,31,3,90.49,20.57,26.0,,0,2,0.235,8,premium,germany,paid_search,mobile,2026-01-01,9,0,0
CUST-008481,18.0,23.2,23,4,38.43,14.28,32.0,1.0,1,6,0.215,0,free,Netherlands,social,mobile,2026-01-01,6,0,0
CUST-002749,41.0,15.5,15,2,81.08,17.73,3.0,6.0,2,4,0.202,2,BASIC,Netherlands,affiliate,mobile,2026-01-01,2,0,0
CUST-005445,18.0,9.8,6,1,67.72,31.05,22.0,0.0,0,0,0.092,2,free,United Kingdom,paid_search,desktop,2026-01-01,2,0,0
CUST-008664,22.0,33.8,137,18,58.47,13.93,0.0,0.0,0,24,0.118,0,basic,germany,social,mobile,2026-01-01,12,0,0
CUST-009183,34.0,31.5,13,0,40.35,7.51,598.0,0.0,0,0,0.541,4,basic,Netherlands,affiliate,mobile,2026-01-01,0,1,1
CUST-007239,18.0,10.9,6,2,47.37,16.29,60.0,1.0,0,0,0.008,9,basic,United Kingdom ,social,mobile,2026-01-01,5,0,0
CUST-003062,21.0,11.8,8,3,33.82,7.0,18.0,0.0,0,0,0.308,0,free,Ireland,affiliate,mobile,2026-01-01,2,0,0
CUST-010023,,22.4,0,0,,,-1.0,0.0,0,0,,1,free,Poland,paid_search,mobile,2026-01-01,0,1,0
CUST-007748,47.0,5.2,34,21,39.31,15.52,1.0,2.0,2,7,0.118,2,premium,germany,affiliate,mobile,2026-01-01,16,0,0
CUST-005897,44.0,1.7,3,3,30.07,8.84,3.0,,0,0,0.668,3,premium,DE,organic,mobile,2026-01-01,10,0,0
CUST-010293,,3.7,1,1,79.51,0.0,104.0,0.0,0,0,0.099,0,basic,United Kingdom ,organic,desktop,2026-01-01,3,0,0
CUST-001058,53.0,28.0,30,3,68.55,20.2,34.0,7.0,0,2,0.409,3,free,United Kingdom,affiliate,mobile,2026-01-01,3,0,0
CUST-001964,22.0,29.6,55,3,47.72,11.18,7.0,10.0,2,1,0.399,5,premium,Spain,social,mobile,2026-01-01,9,0,0
CUST-003126,26.0,32.1,62,3,42.8,11.46,6.0,4.0,0,5,0.448,3,basic,Poland,paid_search,mobile,2026-01-01,12,0,0
CUST-005217,52.0,28.5,90,0,52.68,15.91,437.0,5.0,2,8,0.05,4,free,Ireland,affiliate,mobile,2026-01-01,0,1,1
CUST-004563,30.0,1.7,1,1,35.33,0.0,43.0,0.0,0,0,0.158,5,free,Netherlands,social,mobile,2026-01-01,0,1,1
CUST-001128,29.0,23.3,25,5,30.81,8.58,11.0,5.0,2,4,0.16,2,free,Germany,referral,desktop,2026-01-01,1,0,0
CUST-010398,36.0,27.3,2,0,86.79,26.73,826.0,8.0,0,2,0.018,11,premium,France,paid_search,tablet,2026-01-01,0,1,1
CUST-006111,30.0,31.2,12,0,87.91,24.65,2.0,4.0,1,0,0.283,1,free,Germany,organic,mobile,2026-01-01,0,1,1
CUST-009692,26.0,11.5,17,6,59.74,14.13,6.0,2.0,2,0,0.266,8,premium,UK,organic,desktop,2026-01-01,5,0,0
CUST-010059,43.0,19.1,31,8,154.91,55.62,7.0,1.0,0,4,0.268,2,basic,Netherlands,social,desktop,2026-01-01,3,0,0
CUST-006917,45.0,2.0,1,0,43.18,0.0,42.0,1.0,1,0,0.282,8,basic,Germany,paid_search,desktop,2026-01-01,1,0,0
CUST-011128,,7.1,19,9,39.95,12.75,3.0,1.0,1,0,0.35,3,premium,Spain,affiliate,mobile,2026-01-01,14,0,0
CUST-007132,22.0,29.4,51,0,65.24,23.35,358.0,0.0,0,7,0.225,5,premium,Netherlands,organic,desktop,2026-01-01,0,1,1
CUST-008234,37.0,21.6,53,7,111.97,24.61,56.0,1.0,1,3,0.216,5,premium,United Kingdom,affiliate,desktop,2026-01-01,10,0,0
CUST-004192,32.0,12.9,6,0,40.47,17.75,37.0,2.0,2,0,0.366,8,free,United Kingdom,affiliate,desktop,2026-01-01,1,0,0
CUST-008607,50.0,12.1,6,1,53.4,14.93,25.0,7.0,4,0,0.381,2,free,United Kingdom,affiliate,mobile,2026-01-01,3,0,0
CUST-001544,36.0,20.9,29,9,42.61,15.76,46.0,,0,1,0.08,2,basic,Poland,referral,mobile,2026-01-01,4,0,0
CUST-003264,42.0,31.1,10,0,79.1,15.62,9.0,3.0,0,0,0.467,0,free,Ireland,organic,mobile,2026-01-01,1,0,0
CUST-010280,32.0,30.5,75,9,56.5,14.69,2.0,5.0,0,4,0.632,6,premium,United Kingdom ,social,mobile,2026-01-01,5,0,0
CUST-005385,41.0,3.1,3,3,37.87,13.98,29.0,0.0,0,0,0.519,3,premium,United Kingdom,referral,mobile,2026-01-01,7,0,0
CUST-003510,22.0,13.2,96,20,66.77,29.28,5.0,4.0,2,22,0.211,3,premium,United Kingdom,social,mobile,2026-01-01,19,0,0
CUST-007856,48.0,30.0,6,0,33.23,16.02,451.0,19.0,1,0,0.477,2,free,France,affiliate,mobile,2026-01-01,0,1,0
CUST-002269,32.0,5.1,12,6,80.48,33.22,28.0,1.0,1,5,0.489,8,free,Spain,organic,desktop,2026-01-01,10,0,0
CUST-004755,37.0,8.4,6,1,46.41,11.17,12.0,2.0,1,1,0.0,2,free,France,affiliate,desktop,2026-01-01,2,0,0
CUST-007530,51.0,3.0,4,0,87.62,32.62,4.0,,0,0,0.41,1,free,France,affiliate,mobile,2026-01-01,1,0,0
CUST-005305,42.0,9.2,9,0,74.21,31.79,23.0,1.0,1,0,0.26,13,free,Netherlands,organic,desktop,2026-01-01,3,0,0
CUST-000133,62.0,4.1,6,5,75.78,18.65,32.0,0.0,0,1,0.353,4,free,Spain,organic,desktop,2026-01-01,3,0,0
CUST-003915,36.0,28.6,17,0,68.81,13.45,389.0,5.0,1,0,0.321,2,FREE,United Kingdom,paid_search,tablet,2026-01-01,0,1,0
CUST-005771,52.0,12.5,4,0,21.83,6.36,11.0,1.0,0,0,0.114,3,free,Germany,social,mobile,2026-01-01,1,0,0
CUST-009610,62.0,29.5,27,1,35.55,7.72,22.0,0.0,0,1,0.082,6,free,France,organic,mobile,2026-01-01,3,0,0
CUST-000604,57.0,5.7,13,4,69.97,24.29,12.0,0.0,0,5,0.145,2,basic,UK,organic,mobile,2026-01-01,6,0,0
CUST-004346,39.0,18.6,37,7,59.23,19.74,12.0,1.0,0,1,0.513,0,premium,Netherlands,social,mobile,2026-01-01,13,0,0
CUST-008102,32.0,34.2,131,14,75.82,22.05,0.0,3.0,0,27,0.006,1,premium,United Kingdom,paid_search,mobile,2026-01-01,10,0,0
CUST-008745,42.0,15.2,24,4,33.37,6.99,32.0,2.0,1,4,0.074,2,BASIC,Poland,social,mobile,2026-01-01,3,0,0
CUST-000394,39.0,21.9,5,5,67.47,33.22,17.0,0.0,0,0,0.39,2,premium,United Kingdom,referral,mobile,2026-01-01,1,0,0
CUST-011242,43.0,16.5,28,2,105.38,53.77,1.0,0.0,0,5,0.368,5,premium,France,referral,tablet,2026-01-01,7,0,0
CUST-003672,28.0,4.3,3,2,55.93,18.57,14.0,0.0,0,0,0.456,1,FREE,Poland,affiliate,mobile,2026-01-01,0,1,1
CUST-008813,32.0,20.2,18,0,57.36,18.23,144.0,16.0,4,1,0.237,4,free,Ireland,organic,mobile,2026-01-01,0,1,1
CUST-007730,31.0,34.2,30,0,56.33,22.26,522.0,7.0,2,2,0.258,5,BASIC,Ireland,social,desktop,2026-01-01,0,1,0
CUST-008759,45.0,8.9,4,0,51.2,16.18,2.0,0.0,0,0,0.147,2,basic,United Kingdom,social,mobile,2026-01-01,1,0,0
CUST-005968,,22.2,28,4,75.87,31.27,20.0,0.0,0,3,0.24,3,basic,United Kingdom,paid_search,mobile,2026-01-01,6,0,0
CUST-007751,58.0,23.4,17,2,36.26,17.14,39.0,5.0,2,1,0.214,2,FREE,France,affiliate,mobile,2026-01-01,0,1,0
CUST-004238,39.0,4.8,0,0,,,-1.0,0.0,0,0,,8,FREE,UK,organic,mobile,2026-01-01,2,0,0
CUST-004440,18.0,12.0,1,0,76.17,0.0,275.0,1.0,0,0,0.0,4,free,Germany,organic,mobile,2026-01-01,0,1,1
CUST-008586,34.0,3.6,1,1,44.58,0.0,94.0,1.0,1,0,0.296,9,basic,United Kingdom,paid_search,mobile,2026-01-01,4,0,0
CUST-010662,51.0,27.8,36,0,87.51,20.88,390.0,3.0,0,3,0.121,0,basic,Poland,organic,desktop,2026-01-01,0,1,0
CUST-000182,37.0,6.3,1,1,41.43,0.0,105.0,0.0,0,0,0.073,8,free,France,paid_search,mobile,2026-01-01,2,0,0
CUST-002278,22.0,2.8,4,4,46.18,12.17,34.0,1.0,1,0,0.255,9,free,Spain,social,mobile,2026-01-01,3,0,0
CUST-004339,36.0,26.9,46,4,60.59,22.13,22.0,0.0,0,8,0.547,3,free,GB,paid_search,mobile,2026-01-01,2,0,0
CUST-003235,26.0,21.0,22,4,55.96,17.87,35.0,2.0,0,2,0.183,4,free,United Kingdom,organic,tablet,2026-01-01,3,0,0
CUST-009510,36.0,33.3,14,2,45.26,19.19,123.0,2.0,0,1,0.58,6,free,UK,paid_search,mobile,2026-01-01,2,0,0
CUST-009940,36.0,22.7,20,5,45.7,26.28,16.0,1.0,0,3,0.345,7,free,United Kingdom,organic,desktop,2026-01-01,8,0,0
CUST-003839,29.0,34.6,20,0,51.16,4.48,357.0,0.0,0,3,0.165,3,basic,Ireland,organic,mobile,2026-01-01,0,1,1
CUST-007686,28.0,23.8,39,6,57.48,18.97,13.0,1.0,0,0,0.18,5,free,United Kingdom,organic,desktop,2026-01-01,1,0,0
CUST-010295,37.0,28.1,11,0,44.54,12.74,603.0,2.0,0,0,0.05,4,free,Germany,paid_search,mobile,2026-01-01,0,1,1
CUST-004744,35.0,12.4,10,4,95.75,37.62,29.0,0.0,0,0,0.433,6,basic,Netherlands,paid_search,mobile,2026-01-01,5,0,0
CUST-010535,18.0,32.2,62,8,60.12,27.63,3.0,8.0,2,7,0.402,6,premium,United Kingdom,social,mobile,2026-01-01,6,0,0
CUST-000402,44.0,28.2,16,2,38.39,12.15,8.0,0.0,0,4,0.212,3,free,United Kingdom,affiliate,tablet,2026-01-01,1,0,0
CUST-006832,55.0,9.1,2,2,63.96,16.01,16.0,4.0,4,0,0.266,4,free,Germany,organic,mobile,2026-01-01,5,0,0
CUST-005172,27.0,16.6,42,6,30.02,8.57,7.0,0.0,0,4,0.271,1,basic,Spain,paid_search,mobile,2026-01-01,9,0,0
CUST-001632,18.0,32.4,389,34,34.95,8.29,1.0,1.0,0,9,0.141,3,premium,Spain,organic,mobile,2026-01-01,45,0,0
CUST-010770,20.0,9.3,7,3,74.8,27.1,28.0,0.0,0,0,0.095,5,free,United Kingdom ,organic,tablet,2026-01-01,2,0,0
CUST-006740,53.0,16.4,26,2,37.55,7.04,0.0,0.0,0,3,0.516,4,free,Spain,referral,mobile,2026-01-01,6,0,0
CUST-006914,38.0,33.8,33,0,60.87,31.84,84.0,0.0,0,1,0.274,13,basic,Ireland,paid_search,desktop,2026-01-01,2,0,0
CUST-007303,38.0,34.0,49,3,48.07,11.89,14.0,4.0,1,5,0.294,9,basic,Poland,affiliate,tablet,2026-01-01,3,0,0
CUST-005617,41.0,28.9,52,6,48.71,7.85,13.0,4.0,2,5,0.083,4,free,UK,affiliate,mobile,2026-01-01,7,0,0
CUST-011746,26.0,5.2,6,6,48.74,16.97,6.0,0.0,0,0,0.452,6,free,France,social,mobile,2026-01-01,0,1,1
CUST-007503,44.0,27.0,10,1,35.76,12.21,10.0,6.0,0,1,0.289,5,free,France,paid_search,mobile,2026-01-01,3,0,0
CUST-003404,37.0,35.4,4,0,117.71,13.26,987.0,4.0,0,0,0.113,1,free,DE,social,desktop,2026-01-01,0,1,1
CUST-004829,29.0,33.1,17,1,76.87,26.29,130.0,2.0,0,2,0.274,6,free,France,organic,desktop,2026-01-01,0,1,0
CUST-007290,21.0,2.8,3,3,62.23,16.42,7.0,1.0,1,0,0.059,7,basic,Poland,affiliate,mobile,2026-01-01,5,0,0
CUST-010507,32.0,2.3,1,1,24.1,0.0,53.0,2.0,2,0,0.303,8,free,United Kingdom,organic,mobile,2026-01-01,0,1,1
CUST-009588,29.0,34.4,15,0,78.33,15.62,617.0,,0,2,0.181,4,free,United Kingdom,social,desktop,2026-01-01,0,1,1
CUST-008103,40.0,7.3,1,1,34.86,0.0,201.0,0.0,0,0,0.067,4,free,Ireland,paid_search,mobile,2026-01-01,1,0,0
CUST-008640,39.0,14.8,7,0,30.18,12.13,47.0,0.0,0,3,0.259,6,free,Ireland,organic,mobile,2026-01-01,1,0,0
CUST-007457,53.0,20.7,22,9,60.65,23.71,3.0,8.0,0,5,0.556,2,basic,United Kingdom,affiliate,tablet,2026-01-01,2,0,0
CUST-008500,38.0,29.0,12,0,59.15,21.16,658.0,5.0,0,0,0.454,3,basic,Ireland,affiliate,desktop,2026-01-01,0,1,0
CUST-007131,55.0,12.2,9,3,42.68,18.76,9.0,2.0,2,1,0.459,2,free,France,social,desktop,2026-01-01,1,0,0
CUST-009235,47.0,17.6,28,6,49.99,26.57,6.0,10.0,0,5,0.194,6,free,United Kingdom,organic,tablet,2026-01-01,3,0,0
CUST-006287,,3.4,1,1,46.87,0.0,85.0,1.0,1,1,0.385,1,free,France,paid_search,mobile,2026-01-01,2,0,0
CUST-005051,18.0,16.2,1,0,39.85,0.0,166.0,2.0,1,1,0.403,1,free,United Kingdom,organic,mobile,2026-01-01,1,0,0
CUST-010549,28.0,15.4,84,11,33.84,8.6,3.0,,0,23,0.162,2,basic,United Kingdom,social,mobile,2026-01-01,24,0,0
CUST-002068,18.0,32.7,22,1,41.94,13.23,67.0,7.0,1,4,0.0,5,basic,Germany,social,mobile,2026-01-01,6,0,0
CUST-004701,34.0,32.1,18,1,34.83,13.1,15.0,16.0,3,0,0.249,2,free,Netherlands,referral,mobile,2026-01-01,1,0,0
CUST-007955,,23.8,11,3,51.44,18.58,62.0,2.0,0,0,0.111,4,free,Poland,affiliate,mobile,2026-01-01,2,0,0
CUST-005492,35.0,28.4,34,2,35.87,12.25,6.0,1.0,0,2,0.054,5,free,GB,organic,desktop,2026-01-01,9,0,0
CUST-009956,33.0,8.2,23,8,72.93,18.29,1.0,4.0,3,2,0.48,7,basic,Ireland,paid_search,mobile,2026-01-01,5,0,0
CUST-001600,28.0,25.8,17,2,58.55,20.73,36.0,4.0,0,4,0.268,4,free,France,referral,desktop,2026-01-01,2,0,0
CUST-005100,36.0,11.3,4,0,30.87,6.87,191.0,3.0,2,0,0.243,5,free,Germany,social,mobile,2026-01-01,0,1,1
CUST-010961,40.0,27.5,12,0,46.61,21.02,51.0,3.0,1,0,0.289,7,FREE,Ireland,organic,mobile,2026-01-01,0,1,1
CUST-001386,32.0,9.2,14,5,84.46,26.23,14.0,0.0,0,2,0.122,1,premium,Netherlands,social,tablet,2026-01-01,7,0,0
CUST-009369,48.0,28.1,52,7,45.4,10.41,16.0,1.0,0,8,0.151,3,basic,United Kingdom,paid_search,mobile,2026-01-01,6,0,0
CUST-010679,43.0,9.2,20,9,59.37,21.85,3.0,0.0,0,3,0.169,10,basic,Ireland,paid_search,mobile,2026-01-01,7,0,0
CUST-003782,32.0,8.9,1,0,35.21,0.0,175.0,2.0,1,0,0.414,0,free,germany,paid_search,desktop,2026-01-01,2,0,0
CUST-007509,36.0,23.1,17,0,57.0,19.03,462.0,3.0,1,5,0.293,2,basic,uk,organic,desktop,2026-01-01,0,1,1
CUST-001406,49.0,6.4,4,4,54.66,6.49,57.0,0.0,0,0,0.339,3,basic,United Kingdom,organic,mobile,2026-01-01,5,0,0
CUST-005028,36.0,4.4,5,2,81.8,26.66,4.0,0.0,0,1,0.256,4,basic,Netherlands,referral,mobile,2026-01-01,2,0,0
CUST-003276,50.0,33.3,63,0,87.74,41.09,502.0,3.0,0,4,0.283,2,basic,United Kingdom,social,mobile,2026-01-01,0,1,1
CUST-000810,42.0,35.8,20,3,60.93,11.11,296.0,0.0,0,1,0.303,2,basic,Netherlands,paid_search,tablet,2026-01-01,0,1,1
CUST-009045,53.0,34.5,96,12,51.17,24.23,5.0,1.0,0,7,0.324,2,basic,France,social,desktop,2026-01-01,7,0,0
CUST-002030,60.0,12.9,10,1,41.07,17.99,27.0,0.0,0,1,0.014,8,free,France,paid_search,mobile,2026-01-01,0,1,1
CUST-006197,53.0,22.6,62,9,48.45,10.36,13.0,1.0,0,4,0.423,4,premium,uk,referral,mobile,2026-01-01,12,0,0
CUST-002651,35.0,31.8,6,2,47.93,10.94,557.0,1.0,0,0,0.174,2,free,United Kingdom,social,desktop,2026-01-01,1,0,0
CUST-006014,39.0,21.6,25,4,47.57,13.36,1.0,2.0,1,5,0.207,2,free,United Kingdom,paid_search,mobile,2026-01-01,3,0,0
CUST-003025,63.0,14.1,8,0,25.15,6.57,36.0,0.0,0,0,0.559,8,free,Spain,affiliate,tablet,2026-01-01,0,1,0
CUST-003502,38.0,23.4,33,3,70.81,8.96,10.0,0.0,0,2,0.157,6,free,France,organic,desktop,2026-01-01,5,0,0
CUST-008281,,23.2,21,3,75.09,25.43,19.0,1.0,0,2,0.351,7,premium,germany,social,mobile,2026-01-01,2,0,0
CUST-009572,38.0,31.3,25,0,38.41,12.58,148.0,11.0,0,0,0.126,3,free,Poland,social,mobile,2026-01-01,0,1,1
CUST-006734,39.0,25.3,12,2,31.58,10.18,119.0,5.0,0,0,0.239,8,basic,Ireland,paid_search,mobile,2026-01-01,0,1,1
CUST-011902,33.0,13.1,29,7,72.2,23.31,6.0,2.0,1,2,0.458,2,BASIC,Germany,paid_search,desktop,2026-01-01,9,0,0
CUST-003621,30.0,35.8,6,0,122.72,42.19,380.0,24.0,6,0,0.692,6,basic,United Kingdom,organic,desktop,2026-01-01,0,1,0
CUST-001703,26.0,24.8,119,16,40.77,17.69,3.0,3.0,2,28,0.406,2,basic,France,organic,desktop,2026-01-01,7,0,0
CUST-004537,54.0,3.8,7,5,68.14,23.51,2.0,0.0,0,1,0.212,2,basic,Spain,social,mobile,2026-01-01,6,0,0
CUST-000062,39.0,27.0,7,0,30.93,9.37,658.0,3.0,1,1,0.262,6,free,DE,affiliate,mobile,2026-01-01,0,1,1
CUST-005088,30.0,9.7,14,4,49.14,9.04,1.0,1.0,1,0,0.246,3,basic,France,affiliate,mobile,2026-01-01,2,0,0
CUST-005177,18.0,8.0,7,1,62.68,26.9,17.0,0.0,0,1,0.157,8,free,Germany,organic,desktop,2026-01-01,0,1,0
CUST-004808,60.0,32.2,364,42,92.03,31.9,2.0,6.0,3,96,0.364,9,premium,United Kingdom,paid_search,mobile,2026-01-01,33,0,0
CUST-002095,24.0,6.6,10,3,81.38,22.62,16.0,4.0,4,0,0.591,0,free,United Kingdom,paid_search,mobile,2026-01-01,3,0,0
CUST-005740,18.0,2.2,0,0,,,-1.0,0.0,0,0,,5,free,Spain,social,desktop,2026-01-01,1,0,0
CUST-010379,49.0,12.0,15,2,53.04,26.07,5.0,6.0,4,2,0.267,9,free,GB,paid_search,mobile,2026-01-01,3,0,0
CUST-001881,34.0,14.4,32,4,28.07,11.2,14.0,1.0,1,7,0.205,2,FREE,GB,social,mobile,2026-01-01,7,0,0
CUST-003371,37.0,35.5,45,0,66.09,15.85,262.0,12.0,2,4,0.233,7,basic,Ireland,paid_search,mobile,2026-01-01,0,1,1
CUST-008541,24.0,18.7,11,4,36.05,14.61,50.0,0.0,0,1,0.761,3,basic,Netherlands,affiliate,desktop,2026-01-01,0,1,1
CUST-010074,37.0,32.3,15,2,61.32,14.73,33.0,0.0,0,0,0.031,9,free,UK,organic,mobile,2026-01-01,2,0,0
CUST-003781,65.0,2.9,1,1,60.08,0.0,80.0,3.0,3,0,0.563,5,free,United Kingdom,organic,desktop,2026-01-01,1,0,0
CUST-011741,60.0,22.2,49,2,61.87,18.15,2.0,1.0,0,9,0.171,5,basic,GB,paid_search,desktop,2026-01-01,3,0,0
CUST-008669,28.0,1.9,0,0,,,-1.0,1.0,1,0,,6,free,United Kingdom,paid_search,mobile,2026-01-01,0,1,1
CUST-002288,43.0,29.7,21,4,32.04,7.53,11.0,2.0,0,0,0.214,1,basic,Ireland,social,tablet,2026-01-01,2,0,0
CUST-007091,,23.8,20,6,6530.0,28.84,35.0,5.0,1,3,0.496,6,free,germany,organic,desktop,2026-01-01,5,0,0
CUST-009158,37.0,18.1,3,0,42.01,10.09,495.0,3.0,1,1,0.503,8,free,Germany,social,mobile,2026-01-01,0,1,0
CUST-007845,27.0,7.1,9,1,57.11,14.05,32.0,0.0,0,0,0.337,3,premium,Spain,organic,mobile,2026-01-01,12,0,0
CUST-004699,30.0,11.5,7,2,34.27,6.55,45.0,0.0,0,1,0.157,4,free,Ireland,affiliate,mobile,2026-01-01,1,0,0
CUST-008375,25.0,33.0,15,0,46.9,14.2,619.0,12.0,2,3,0.458,2,basic,United Kingdom,organic,mobile,2026-01-01,0,1,1
CUST-011134,29.0,24.1,29,5,69.04,27.93,3.0,4.0,1,11,0.275,6,BASIC,UK,paid_search,tablet,2026-01-01,0,1,1
CUST-000665,45.0,21.9,59,15,33.41,7.67,11.0,3.0,0,1,0.069,5,free,United Kingdom,paid_search,desktop,2026-01-01,5,0,0
CUST-002907,56.0,22.8,21,2,66.58,29.98,3.0,3.0,2,6,0.083,4,basic,DE,organic,desktop,2026-01-01,3,0,0
CUST-007056,38.0,6.3,11,2,64.85,21.55,23.0,2.0,2,0,0.414,2,premium,United Kingdom,organic,desktop,2026-01-01,4,0,0
CUST-001047,37.0,9.3,6,4,40.42,17.88,23.0,5.0,3,0,0.382,3,basic,germany,organic,mobile,2026-01-01,5,0,0
CUST-005801,30.0,5.3,7,1,48.41,16.67,8.0,0.0,0,0,0.161,1,basic,Netherlands,organic,mobile,2026-01-01,3,0,0
CUST-002405,39.0,14.4,3,2,42.06,12.24,17.0,5.0,2,0,0.103,4,free,Poland,organic,mobile,2026-01-01,1,0,0
CUST-005462,49.0,1.1,1,1,43.43,0.0,10.0,0.0,0,0,0.557,9,premium,germany,organic,mobile,2026-01-01,6,0,0
CUST-011348,34.0,20.2,9,0,68.2,28.26,251.0,0.0,0,1,0.403,7,free,germany,social,desktop,2026-01-01,0,1,1
CUST-008038,30.0,4.0,0,0,,,-1.0,2.0,2,0,,2,free,United Kingdom,paid_search,desktop,2026-01-01,0,1,1
CUST-001569,48.0,32.8,150,12,62.45,29.34,11.0,1.0,0,45,0.248,7,premium,Ireland,organic,desktop,2026-01-01,15,0,0
